wkt_geom,Station,Name,lat,lon,Elevation,Basin_Area
Point (35.94310000000000116 39.18829999999999814),1543,KIZILIRMAK NEHRİ - KARAÖZÜ,39.1883,35.9431,1112,14046.5
Point (34.95170000000000243 38.51530000000000342),1544,DAMSA ÇAYI TAŞKINPAŞA -,38.5153,34.9517,1288,50.4
Point (35.8352999999999966 41.33080000000000354),1549,ÇAĞŞUR ÇAYI - ESENÇAY,41.3308,35.8353,135,314.6
Point (35.58310000000000173 41.39829999999999899),1553,DEĞİRMENDERE - BAŞKAYA,41.3983,35.5831,748,59
Point (34.55190000000000339 38.77890000000000015),1546,KIZILIRMAK - TUZKÖY,38.7789,34.5519,892,20700
Point (34.50500000000000256 41.07169999999999987),1548,KIZILIRMAK N. - KARAKÖY,41.0717,34.505,390,60459.1
Point (35.095799999999997 38.05060000000000286),15280,EYLENGİL DERESİ - İÇMELİ,38.0506,35.0958,0,0
Point (33.82609999999999673 38.9643999999999977),15281,SIRABÜK DERESİ-SARIYAHŞİ,38.9644,33.8261,1030,1000
Point (34.6430999999999969 40.64690000000000225),1528,KIZILIRMAK NEHRİ - SALUR,40.6469,34.6431,540,56670.8
Point (34.65059999999999718 40.65140000000000242),1528,KIZILIRMAK NEHRİ - SALUR,40.6514,34.6506,494,57612.4
Point (36.49830000000000041 39.27389999999999759),15284,KANAKÖZÜ D-CEMEL,39.2739,36.4983,1295,178
Point (35.50670000000000215 41.03190000000000026),15285,BAKIRÇAY DERESİ-MERYEMDERE,41.0319,35.5067,685,42
Point (33.76670000000000016 39.91830000000000211),15282,ÇORUHÖZÜ D.- BALIŞIH,39.9183,33.7667,810,289
Point (37.34830000000000183 39.647199999999998),15283,İSLİM D.-HACIALİ,39.6472,37.3483,1455,32.1
Point (36.82500000000000284 39.41669999999999874),15274,IRMAK D-BAHARÖZÜ,39.4167,36.825,1510,23
Point (36.00829999999999842 39.33330000000000126),15275,PINARBAŞI D-ÇEPNİ,39.3333,36.0083,1345,20.1
Point (37.70420000000000016 39.94169999999999732),15272,KUZUCAĞIN D-MESTAN,39.9417,37.7042,1410,111
Point (36.26670000000000016 39.408299999999997),15273,KÖKLÜYURT D-BALTALAR,39.4083,36.2667,1365,30
Point (36.533299999999997 39.783299999999997),15278,SOKUÖZÜ D-ÖRENLİCE,39.7833,36.5333,1525,12.3
Point (36.75 40.14999999999999858),15279,YONCALI D-GEYNİK,40.15,36.75,1400,11.1
Point (37.33330000000000126 39.45000000000000284),15276,KARABOĞAZ D-ŞENYURT,39.45,37.3333,1643,11.9
Point (37.29999999999999716 39.45000000000000284),15277,KARANLIK D-ÖRENLİCE,39.45,37.3,1570,38
Point (35.42000000000000171 42.01440000000000197),1530,KIZILIRMAK - ŞAHİNKAYA,42.0144,35.42,90,72487.2
Point (36.09749999999999659 39.28029999999999688),1531,KIZILIRMAK NEHRİ - ÇEPNİ KÖP.,39.2803,36.0975,1130,12232.4
Point (37.28779999999999717 39.57719999999999771),15299,KURU DERE-ARMUTLU,39.5772,37.2878,1390,5.42
Point (35.42110000000000269 41.28139999999999787),1530,KIZILIRMAK - ŞAHİNKAYA,41.2814,35.4211,90,73080.8
Point (35.80499999999999972 41.37080000000000268),1534,İNÖZÜ D. - KUZALAN KÖP.,41.3708,35.805,90,382.4
Point (36.84279999999999688 39.71719999999999828),1535,KIZILIRMAK - SÖĞÜTLÜHAN,39.7172,36.8428,1243,6606
Point (34.61719999999999686 38.75690000000000168),1532,KIZILIRMAK NEHRİ - GÜLŞEHİR,38.7569,34.6172,885,20069
Point (35.8119000000000014 41.37810000000000343),1533,KIZILIRMAK NEHRİ - İNÖZÜ,41.3781,35.8119,60,74255.2
Point (37.13280000000000314 39.78359999999999985),15290,KIZILIRMAK-DİKMENCİK,39.7836,37.1328,1315,6525.2
Point (36.8078000000000003 39.70810000000000173),15291,KIZILIRMAK-İNCESU,39.7081,36.8078,1255,6658.6
Point (34.51140000000000185 40.198599999999999),15288,ARİFEGAZİLİ D.- ARİFEGAZİLİ,40.1986,34.5114,850,153
Point (35.96779999999999688 39.2436000000000007),15289,GÖKSU D.-EĞERCİ,39.2436,35.9678,1150,67.5
Point (35.32639999999999958 39.86999999999999744),15296,ASACAK D.-GEVREK,39.87,35.3264,1158,35
Point (35.72140000000000271 39.57110000000000127),15298,YONCALIK DERESİ-EYNELLİ,39.5711,35.7214,1400,35.8
Point (35.9883000000000024 38.79330000000000211),15294,ÖZDERE-HAZARŞAH,38.7933,35.9883,1520,20.5
Point (35.77190000000000225 41.09080000000000155),15295,HACILAR DERESİ- BEYKÖY,41.0908,35.7719,630,66.8
Point (33.95000000000000284 41.39999999999999858),15227,KARADERE- DELİLER,41.4,33.95,710,280
Point (35.31219999999999715 38.75390000000000157),1523,SARIMSAKLI SUYU - BOĞAZKÖY,38.7539,35.3122,1080,2204
Point (33.83330000000000126 41.54999999999999716),15225,DADAY Ç.- HASKÖY,41.55,33.8333,685,1206.5
Point (33.60000000000000142 41.48329999999999984),15226,GONCALAR,41.4833,33.6,805,462.5
Point (36.70000000000000284 39.81669999999999732),15238,KALIN IRM-YILANLIKAYA,39.8167,36.7,1330,360.5
Point (34.33330000000000126 41.584699999999998),1524,GÖKIRMAK - KUYLUŞ,41.5847,34.3333,490,4173.6
Point (35.5 38.10000000000000142),15233,YAHYALI SUYU-YAHYALI,38.1,35.5,1128,145.2
Point (36.36670000000000158 39.01670000000000016),15236,BOZKURT,39.0167,36.3667,1210,414.2
Point (35.48329999999999984 39.216700000000003),15206,ARSIZÖZÜ-UZUNLU BARAJI GİRİŞ,39.2167,35.4833,0,574.8
Point (33.73329999999999984 39.466700000000003),15208,DEĞİRMENÖZÜ SUYU-DEĞİRMENÖZÜ,39.4667,33.7333,0,51
Point (33.25 39.783299999999997),15195,BALABAN Ç.- KUŞCUALİ,39.7833,33.25,850,997
Point (34.60000000000000142 38.76670000000000016),15201,KÜLTEPE BARAJI-GİRİŞ,38.7667,34.6,0,343.7
Point (35.11670000000000158 39.08330000000000126),15217,KORUDERE-FEHİMLİ BARAJI GİRİŞ,39.0833,35.1167,1074,223.8
Point (34.033299999999997 41.43330000000000268),15224,CELEP D.- ERSİL,41.4333,34.0333,650,570
Point (35.60000000000000142 41.10000000000000142),15211,İSTAVLOZ ÇAYI-KAYABAŞI,41.1,35.6,410,327
Point (35.033299999999997 39.79999999999999716),15216,KÖTÜDERE BÜYÜKTAŞLIK,39.8,35.0333,1120,51.7
Point (37.04999999999999716 40.06669999999999732),15262,KURTLAPA,40.0667,37.05,1419.5,47.9
Point (35.75169999999999959 39.12749999999999773),15264,KIRIK ÖZÜ-ÇUKUR,39.1275,35.7517,1380,91
Point (36.466700000000003 39.26670000000000016),15260,KUTANÖZÜ D-ŞARKIŞLA,39.2667,36.4667,1260,680
Point (36.93330000000000268 40.01670000000000016),15261,DUMANLI Ç.-OLUKMAN,40.0167,36.9333,1374,254.9
Point (36.85560000000000258 40.15279999999999916),15268,YUSUFOĞLAN D.-YUSUFOĞLAN,40.1528,36.8556,1380,15.5
Point (34.35640000000000072 39.19969999999999999),1527,SEYFE SUYU - SEYFE,39.1997,34.3564,1120,9.6
Point (36.88329999999999842 40.14999999999999858),15265,GEÇMİŞ D.-YUSUFOĞLAN,40.15,36.8833,1400,49
Point (33.76670000000000016 41.5),15266,OYRAK D-OYRAK,41.5,33.7667,865,21.6
Point (34.36670000000000158 38.98329999999999984),15242,ACIÖZÜ-AKSAKLI,38.9833,34.3667,956,260
Point (34.72500000000000142 41.45830000000000126),15243,KOLAZ ÇAYI-GAZİDEREKÖYÜ,41.4583,34.725,360,640.2
Point (34.33310000000000173 41.58500000000000085),1524,GÖKIRMAK - KUYLUŞ,41.585,34.3331,480,4192.4
Point (34.33670000000000044 41.5852999999999966),1524,GÖKIRMAK - KUYLUŞ,41.5853,34.3367,475,4192.4
Point (37.033299999999997 39.41669999999999874),15259,TECER S-TECER,39.4167,37.0333,1392,232
Point (35.73810000000000286 38.88859999999999673),1526,SARMISAKLI SUYU - SARIMSAKLI,38.8886,35.7381,1200,417.2
Point (35.77559999999999718 39.50829999999999842),15249,KANAK Ç.-YAHYASARAY BRJ.GİRİŞİ,39.5083,35.7756,1387,131.08
Point (34.49060000000000059 41.06580000000000297),1525,KIZILIRMAK - HACIHAMZA,41.0658,34.4906,340,59786
Point (34.91669999999999874 39.63329999999999842),15137,YUSUFÖZÜ DERESİ BÜYÜK İNCİRLİ,39.6333,34.9167,1039,128.6
Point (35 38.33330000000000126),15139,SOĞANLI D-AKKÖY BARAJI GİRİŞ,38.3333,35,1290,101
Point (33.51670000000000016 40.36670000000000158),15133,TERME Ç.- TÜNEY,40.3667,33.5167,687,1326.9
Point (33.41669999999999874 41.43330000000000268),15134,KOLDAN Ç.- BOLATLAR,41.4333,33.4167,903,83.6
Point (35.08330000000000126 38.35000000000000142),15153,YEŞİLHİSAR Ç.AKKÖY,38.35,35.0833,1198,723.4
Point (35.05190000000000339 41.41329999999999956),1516,GÖKIRMAK - DURAĞAN,41.4133,35.0519,180,6805.6
Point (34.54169999999999874 41.10999999999999943),1514,KIZILIRMAK - KARGI KÖP.,41.11,34.5417,280,63359.6
Point (34.06669999999999732 38.35000000000000142),15152,ÇOĞUN BARAJI-GİRİŞ,38.35,34.0667,1106,213.64
Point (35.966700000000003 38.966700000000003),15112,DEĞİRMENDERE-KARACAÖREN,38.9667,35.9667,1211,175.8
Point (32.98329999999999984 39.69169999999999732),15115,SÖĞÜTÖZÜ D.-TAHTAKÖPRÜ,39.6917,32.9833,1062,73
Point (34.75 39.18330000000000268),15108,KALAYCIK SUYU DOYDUK,39.1833,34.75,1028,427.5
Point (33.99029999999999774 39.83780000000000143),1511,KILIÇÖZÜ DERESİ - EŞEKYALISI,39.8378,33.9903,680,2314
Point (35.35000000000000142 39.11670000000000158),15126,AKDERE OGULCUK,39.1167,35.35,1129,289
Point (35.283299999999997 39.64999999999999858),15131,BAĞIRGANÖZÜ BAHADIN,39.65,35.2833,1046,240.9
Point (37.83330000000000126 39.98329999999999984),15117,KIZILIRMAK-AHMETHACI,39.9833,37.8333,1361,692.2
Point (34.15140000000000242 40.42690000000000339),1512,DELİCE IRM. - CACIKLAR,40.4269,34.1514,540,17254.4
Point (36.45000000000000284 39.5),15180,OĞLAKPINAR,39.5,36.45,1188,12244
Point (34.06669999999999732 38.75),15182,HÖŞÜR D.BOZKIR,38.75,34.0667,1142,73
Point (33.31669999999999732 40.33330000000000126),15177,TERME Ç.- KOYUNBABA,40.3333,33.3167,778,717
Point (36.85000000000000142 39.85000000000000142),15178,GÜNEYKAYA,39.85,36.85,1535,123.9
Point (34.49329999999999785 39.89939999999999998),15190,CENDERÖZÜ-ŞAHİNOĞLU,39.8994,34.4933,855,350.3
Point (35.03609999999999758 39.32609999999999673),15194,SALEP ÖZU YAMAÇLI,39.3261,35.0361,1056,147.7
Point (36.85000000000000142 39.95000000000000284),15185,YILDIZ IRM.-ZENGİ,39.95,36.85,1308,1035.5
Point (37.33330000000000126 39.966700000000003),15188,BEYDİLLİ D-BAYIRALTI,39.9667,37.3333,1370,198.7
Point (34.73329999999999984 38.79999999999999716),15169,KIZILÖZ DERESİ-AYHANLAR,38.8,34.7333,957,341.3
Point (34.75860000000000127 39.50079999999999814),1517,KARANLIK DERE - ŞEFAATLİ,39.5008,34.7586,940,8598.2
Point (34.783299999999997 38.88329999999999842),15167,SARIMSAKLI BARAJ GIRISI,38.8833,34.7833,1202,398.8
Point (35.54999999999999716 39.533299999999997),15168,HASBEK SUYU-HASBEK,39.5333,35.55,1122,160.9
Point (34.93330000000000268 38.533299999999997),15171,DAMSA BRJ-GİRİŞ,38.5333,34.9333,1235,791
Point (35.36670000000000158 38.76670000000000016),15172,SARIMSAKLI SUYU-ANBAR REGÜLATÖRÜ,38.7667,35.3667,965,1360
Point (34.74499999999999744 39.50310000000000343),1517,KARANLIK DERE - ŞEFAATLİ,39.5031,34.745,895,8592.4
Point (34.74750000000000227 39.50390000000000157),1517,KARANLIK DERE - ŞEFAATLİ,39.5039,34.7475,895,8592.4
Point (34.58330000000000126 39.68330000000000268),15-66,YOZGAT ÇAYI-YUKARI ELMAHACILI,39.6833,34.5833,929,211.1
Point (34.63329999999999842 39.85000000000000142),15-69,KİLLİKÖZÜ D-MUSABEYLİ,39.85,34.6333,952,143.1
Point (35.29999999999999716 39.54999999999999716),15-55,SARIKAYA DERESİ-KADILI,39.55,35.3,1058,362.8
Point (35.20000000000000284 39.79999999999999716),15-56,EĞRİÖZ DERESİ-SORGUN,39.8,35.2,1058,512
Point (34.25 41.39999999999999858),15-88,KARADERE- ABDALHASAN,41.4,34.25,909,56.6
Point (33.51670000000000016 41.45000000000000284),15-91,BUDAKLAR,41.45,33.5167,869,49.3
Point (35.56669999999999732 39.51670000000000016),15-74,KAMERÖZÜ-GÜNDÜZLÜ,39.5167,35.5667,1142,91.7
Point (34.08330000000000126 41.31669999999999732),15-78,BAŞVEREN S.-TERZİLİ,41.3167,34.0833,953,440.7
Point (35.14999999999999858 38.11670000000000158),15-15,DÜNDARLI SUYU-HACIBEYLİ,38.1167,35.15,1215,133
Point (35.48329999999999984 38.36670000000000158),15-17,DEVELİ SUYU-GEDİNE,38.3667,35.4833,1145,164
Point (37.33279999999999887 40.27559999999999718),1439,TOZANLI ÇAYI - ÇAYKIYI,40.2756,37.3328,902,581.5
Point (35.38329999999999842 38.16669999999999874),15-10,BOĞAZLIYAN ÇAYI-YEŞİLHİSAR,38.1667,35.3833,1015,1825
Point (34.11670000000000158 41.51670000000000016),15-36,ALAMAKÖPRÜSÜ,41.5167,34.1167,625,260
Point (35.29999999999999716 39.54999999999999716),15-54,BÜYÜK KANAK ÇAYI-KADILI,39.55,35.3,901,748
Point (36.56669999999999732 41.48329999999999984),15-26,ENGİZ DERESİ-BALLICA,41.4833,36.5667,7,151.4
Point (36.06750000000000256 41.48640000000000327),15-26,ENGİZ DERESİ-BALLICA,41.4864,36.0675,15,151.4
Point (35.94830000000000325 39.30720000000000169),1505,SIZIR SUYU - SIZIR,39.3072,35.9483,1345,352
Point (35.94830000000000325 39.3125),1505,SIZIR SUYU - SIZIR,39.3125,35.9483,1350,352
Point (33.44830000000000325 39.84389999999999787),1503,KIZILIRMAK - YAHŞİHAN,39.8439,33.4483,670,30186
Point (33.44830000000000325 39.84420000000000073),1503,KIZILIRMAKNEHRİ - YAHŞİHAN,39.8442,33.4483,680,29662.4
Point (33.34250000000000114 40.82719999999999771),1510,DEVRES Ç. - SUMUCAK,40.8272,33.3425,960,1087.6
Point (33.033299999999997 40.61670000000000158),15107,İÇİN D.- YUVA,40.6167,33.0333,1299,140.7
Point (35.94830000000000325 39.30720000000000169),1505-A,SIZIR SUYU - SIZIR (HES İSALE KANALI),39.3072,35.9483,1355,352
Point (35.03719999999999857 39.61110000000000042),1508,KANAK ÇAYI - KALEBOĞAZI.,39.6111,35.0372,950,2918.8
Point (33.033299999999997 40.60000000000000142),15-98,SÖĞÜTÖZÜ D.- YUVA,40.6,33.0333,1296,48.5
Point (36.06669999999999732 39.01670000000000016),15-99,KESTOVAN SUYU-SARIOĞLAN ÇİFLİK,39.0167,36.0667,1230,257
Point (33.31669999999999732 40.79999999999999716),15-93,DEVRES Ç.- ÇUKURCA,40.8,33.3167,1007,913.3
Point (33.73329999999999984 40.23329999999999984),15-95,TARETÖZÜ D.- YEŞİLYAZI,40.2333,33.7333,684,420.3
Point (35.25860000000000127 38.89030000000000342),1501,KIZILIRMAK NEHRİ - YAMULA,38.8903,35.2586,995,15581.6
Point (33.48169999999999646 39.84329999999999927),1503,KIZILIRMAKNEHRİ - YAHŞİHAN,39.8433,33.4817,673,30186
Point (36.06969999999999743 39.02080000000000126),15-99,KESTOVAN SUYU-SARIOĞLAN ÇİFLİK,39.0208,36.0697,1230,257
Point (35.25719999999999743 38.88830000000000098),1501,KIZILIRMAK NEHRİ - YAMULA,38.8883,35.2572,990,15182
Point (35.66640000000000299 40.9602999999999966),1419,TERSAKAN Ç. - HAVZA,40.9603,35.6664,630,507.2
Point (38.43970000000000198 40.32809999999999917),1420,TAMZARA D. - TAMZARA,40.3281,38.4397,1270,131.6
Point (37.12330000000000041 40.31170000000000186),1418,YEŞİLIRMAK  - GÖMELEÖNÜ,40.3117,37.1233,880,1613.6
Point (37.12859999999999872 40.31170000000000186),1418,YEŞİLIRMAK  - GÖMELEÖNÜ,40.3117,37.1286,865,1608
Point (38.04579999999999984 40.22890000000000299),1423,KELKİT Ç. - AKÇAAĞIL KÖP.,40.2289,38.0458,725,8202.8
Point (36.14639999999999986 40.00809999999999889),1424,ÇEKEREK ÇAYI - ÇIRDAK KÖPRÜSÜ,40.0081,36.1464,1040,1032.8
Point (35.88830000000000098 40.98749999999999716),1421,LADİK GÖL AYAĞI - AHMETSARAY,40.9875,35.8883,770,250
Point (39.31170000000000186 40.11249999999999716),1422,KELKİT ÇAYI - ÇİÇEKBÜKÜ,40.1125,39.3117,1350,1714
Point (36.07030000000000314 40.17999999999999972),14154,BAHÇEBAŞI DERESİ- GÖÇENLİ,40.18,36.0703,953,160.3
Point (36.27969999999999828 40.2856000000000023),14157,YEŞİLIRMAK- PAZAR KÖPRÜSÜ,40.2856,36.2797,545,3550
Point (35.86169999999999902 40.34440000000000026),14150,DEREBOĞAZI DERESİ-ZİLE,40.3444,35.8617,875,41.9
Point (40.18330000000000268 39.43330000000000268),14151,KARAPINAR DERESİ-ÖZENKÖY,39.4333,40.1833,1500,57
Point (38.00919999999999987 40.14670000000000272),1417,ANIKLI DERESİ - AKVEREN,40.1467,38.0092,1360,33.5
Point (37.12330000000000041 40.3061000000000007),1418,YEŞİLIRMAK  - GÖMELEÖNÜ,40.3061,37.1233,865,1608
Point (35.470799999999997 40.70720000000000027),1416,SALHAN SUYU - LÖŞTÜĞÜN,40.7072,35.4708,660,408.8
Point (38.00939999999999941 40.14529999999999887),1417,ANIKLI DERESİ - AKVEREN,40.1453,38.0094,1050,69.2
Point (35.88750000000000284 40.98780000000000001),1432,TERSAKAN DERESİ - AHMETSARAY,40.9878,35.8875,770,250.5
Point (35.83639999999999759 40.67329999999999757),1434,TERSAKAN Ç. - GÖLLÜBAĞLAR,40.6733,35.8364,426,2660
Point (35.83420000000000272 40.6717000000000013),1431,TERSAKAN DERESİ - AMASYA,40.6717,35.8342,425,2661.5
Point (35.88750000000000284 40.98689999999999856),1432,TERSAKAN DERESİ - AHMETSARAY,40.9869,35.8875,758,250.5
Point (38.72059999999999746 40.36970000000000169),1437,MORAN DERE - SUYURDU,40.3697,38.7206,1360,322
Point (38.18919999999999959 40.10499999999999687),1438,POLAT DERESİ - CEVİZLİ,40.105,38.1892,950,298
Point (37.37859999999999872 40.21280000000000143),1435,TOZANLI ÇAYI - BAĞTAŞI,40.2128,37.3786,1010,508
Point (38.44169999999999732 40.33359999999999701),1436,ASARCIK DERESİ - TAMZARA,40.3336,38.4417,1253,131.7
Point (35.06419999999999959 40.33919999999999817),1426,ALACA ÇAYI - CEMİLBEY KÖPRÜSÜ,40.3392,35.0642,650,1817.2
Point (37.97249999999999659 40.23810000000000286),1427,KELKİT ÇAYI - YEMİŞLİ KÖPRÜSÜ,40.2381,37.9725,690,8572.8
Point (40.14639999999999986 40.00809999999999889),1424,ÇEKEREK ÇAYI - ÇIRDAK KÖPRÜSÜ,40.0081,40.1464,1140,1032.8
Point (35.06470000000000198 40.33780000000000143),1426,ALACA ÇAYI - CEMİLBEY KÖPRÜSÜ,40.3378,35.0647,660,1817.2
Point (38.70779999999999887 39.9555999999999969),1430,KÖROĞLU DERESİ - KÖROĞLU,39.9556,38.7078,1475,342.5
Point (38.70810000000000173 39.9555999999999969),1430,KÖROĞLU DERESİ - KÖROĞLU,39.9556,38.7081,1475,342.5
Point (36.71860000000000213 40.654200000000003),1428,KELKİT ÇAYI - DERBENTÇİFTLİĞİ,40.6542,36.7186,275,10673.17
Point (35.59000000000000341 40.08829999999999671),1429,ÇEKEREK ÇAYI - ÇÜRÜKKÖY,40.0883,35.59,770,5201.3
Point (38.76919999999999789 39.91140000000000043),14130,KÖROĞLU DERE-REFAHİYE,39.9114,38.7692,1564,311
Point (38.76720000000000255 39.91279999999999717),14130,KÖROĞLU DERE-REFAHİYE,39.9128,38.7672,1564,311
Point (36.11189999999999856 40.74439999999999884),1413,YEŞİLIRMAK NEHRİ - DURUCASU HES,40.7444,36.1119,301,21667.2
Point (36.10750000000000171 40.74560000000000315),1413,YEŞİLIRMAK NEHRİ - DURUCASU HES,40.7456,36.1075,350,21460.4
Point (36.26670000000000016 39.93330000000000268),14134,ÇOBAN D-TOPULYURDU,39.9333,36.2667,1200,28
Point (34.96170000000000044 40.2768999999999977),14135,ALACA I.-DEREYAZICI,40.2769,34.9617,996,0
Point (39.91140000000000043 38.76919999999999789),14131,ILGAR DERE-REFAHİYE,38.7692,39.9114,1565,211.6
Point (35.81669999999999732 40.783299999999997),14133,KANLIDERE-PAMUKLU,40.7833,35.8167,600,45.3
Point (37.01670000000000016 40.716700000000003),14122,KARAKUŞ ÇAYI-GÖKÇEBAYIR,40.7167,37.0167,925,363
Point (36.48060000000000258 40.70000000000000284),14123,TANOBA DERESİ-DEĞİRMENLİ,40.7,36.4806,255,64.5
Point (35.41749999999999687 40.45170000000000243),1412,ÇORUM ÇAT IRMAĞI - ŞEYHOĞLU KÖPRÜSÜ,40.4517,35.4175,530,3668.8
Point (36.85000000000000142 40.783299999999997),14121,KARAKUŞ IR.-KEVGİR KALESİ,40.7833,36.85,571,679
Point (39.10829999999999984 40.23329999999999984),14127,ULUŞİRAN DERESİ-ERENKAYA,40.2333,39.1083,1497,89.42
Point (35.41669999999999874 40.79999999999999716),14128,ALICIK DERESİ -YAKUPKÖY,40.8,35.4167,584,65.7
Point (39.283299999999997 40.22500000000000142),14125,TERSUN DERESİ-DİLEKYOLU,40.225,39.2833,1610,36.7
Point (39.10829999999999984 40.23329999999999984),14126,KORULUK DERESİ-KORULUK,40.2333,39.1083,1500,21.96
Point (37.0397000000000034 40.36670000000000158),14144,BEĞERGEN DERESİ-AKARÇAY,40.3667,37.0397,928,16.4
Point (36.59309999999999974 40.61249999999999716),14145,AVCİ DERESİ-İVERÖNÜ,40.6125,36.5931,430,17.5
Point (36.08559999999999945 39.94440000000000168),14142,ÖZ DERESİ-ÇİME,39.9444,36.0856,1090,27
Point (35.59499999999999886 40.25829999999999842),14143,ERİKLİ D.-TÜRKDERBENTİ,40.2583,35.595,855,12.1
Point (36.66170000000000329 40.43780000000000285),14149,HULAR DERESİ- ÇAMAĞIZI,40.4378,36.6617,742,44.2
Point (37.79390000000000072 40.11780000000000257),1415,KÖSEDAĞ SUYU - ALİŞİR,40.1178,37.7939,1620,80
Point (36.66859999999999786 40.53580000000000183),14146,ÇİLKORU DERESİ - MUSULLU,40.5358,36.6686,966,21.2
Point (36.30830000000000268 39.95280000000000342),14147,ÖZDERE-TOPULYURDU,39.9528,36.3083,1220,64.3
Point (37.81669999999999732 40.10000000000000142),14138,KÜRTÜLLÜ D.-GÜLLÜALİ,40.1,37.8167,1672,8.5
Point (38.75 40.033299999999997),14139,ÇOBANLIDERE-GÖLOVA,40.0333,38.75,1205,876
Point (36.20420000000000016 39.90690000000000026),14136,KABUKÖY D.-GÜNDOĞAN,39.9069,36.2042,1310,11.3
Point (37.5 40.17499999999999716),14137,ACIPINAR D.-DOĞANŞAR,40.175,37.5,1350,35
Point (36.11529999999999774 40.43610000000000326),1414,YEŞİLIRMAK - SÜTLÜCE,40.4361,36.1153,475,5393.2
Point (36.14860000000000184 40.54169999999999874),14141,BEYLİK DERESİ- YEŞİLÖZ,40.5417,36.1486,815,21
Point (36.11780000000000257 40.00809999999999889),1414,YEŞİLIRMAK - SÜTLÜCE,40.0081,36.1178,470,5409.2
Point (36.11809999999999832 40.43419999999999703),1414,YEŞİLIRMAK - SÜTLÜCE,40.4342,36.1181,510,5409.2
Point (36.72560000000000002 41.1991999999999976),1408,YEŞİLİRMAK NEHRİ - ÇARŞAMBA,41.1992,36.7256,10,36136.4
Point (35.63580000000000325 40.16219999999999857),1409,ÇEKEREK ÇAYI - AKÇAKEÇİLİ,40.1622,35.6358,750,5842
Point (36.72560000000000002 41.19639999999999702),1408,YEŞİLİRMAK NEHRİ - ÇARŞAMBA,41.1964,36.7256,10,35958
