wkt_geom,Station,Name,lat,lon,Elevation,Basin_Area
Point (36.84279999999999688 39.71719999999999828),E15A035,KIZILIRMAK N. SÖĞÜTLÜHAN,39.7172,36.8428,1243,6606.5
Point (35.9421999999999997 39.18829999999999814),E15A043,KIZILIRMAK N. KARAÖZÜ,39.1883,35.9422,1112,14046.5
Point (34.26559999999999917 41.56470000000000198),E15A045,GÖKIRMAK PURTULU,41.5647,34.2656,510,3931.5
Point (37.5630999999999986 39.87810000000000343),E15A039,KIZILIRMAK N. BULAKBAŞI,39.8781,37.5631,1298,1642
Point (34.11919999999999931 40.30859999999999843),E15A041,DELİCE Ç. ÇADIRHÖYÜK,40.3086,34.1192,600,16762.8
Point (31.96719999999999828 40.89639999999999986),E13A019,MENGEN ÇAYI GÖKÇESU,40.8964,31.9672,507,786.3
Point (32.25079999999999814 40.74219999999999686),E13A027,ULUSU Ç. AFATLAR,40.7422,32.2508,1142,953.6
Point (30.98580000000000112 40.85609999999999786),E13A002,BÜYÜK MELEN DERESİ YAKABAŞI,40.8561,30.9858,115,1988
Point (33.3008000000000024 41.64110000000000156),E13A007,DEVREKANİ Ç. AZDAVAY,41.6411,33.3008,815,1097.6
Point (32.35560000000000258 41.64170000000000016),E13A031,KOCAIRMAK BARTIN,41.6417,32.3556,15,1342
Point (32.35580000000000211 41.64220000000000255),E13A031,KOCAIRMAK BARTIN,41.6422,32.3558,15,1342
Point (29.18639999999999901 41.14670000000000272),E13A030,YENİÇİFTLİK D. MAHMUTŞEVKETPAŞA,41.1467,29.1864,39,20.8
Point (29.18639999999999901 41.16329999999999956),E13A030,YENİÇİFTLİK D. MAHMUTŞEVKETPAŞA,41.1633,29.1864,39,20.8
Point (30.07280000000000086 40.238900000000001),E12A058,SAKARYA N. KAYABELİ,40.2389,30.0728,114,46334.9
Point (30.02779999999999916 40.28419999999999845),E12A061,KARASU Ç. BAYIRKÖY,40.2842,30.0278,125,1235
Point (32.66219999999999857 40.60360000000000014),E12A053,SOHU DERESİ FINDIKLI,40.6036,32.6622,1094,134.4
Point (30.60190000000000055 41.02470000000000283),E12A057,SAKARYA N. ADATEPE,41.0247,30.6019,6,56224
Point (29.60470000000000113 40.00500000000000256),E12A064,ÇANDIR DERESİ HAMAMLI,40.005,29.6047,341,117.1
Point (30.56609999999999872 40.70530000000000115),E12A065,MUDURNU Ç. KAZANCI,40.7053,30.5661,39,1509
Point (31.86809999999999832 39.87389999999999901),E12A062,SAKARYA N. MAHMUTLAR,39.8739,31.8681,583,33605
Point (30.99139999999999873 40.06810000000000116),E12A063,AYVACIK DERESİ AYVACIK,40.0681,30.9914,753,7.65
Point (34.00939999999999941 41.95889999999999986),E13A059,EZİNE D. BOZKURT,41.9589,34.0094,30,355.2
Point (36.51250000000000284 40.77170000000000272),E14A002,YEŞİLIRMAK KALE,40.7717,36.5125,190,33904
Point (33.6133000000000024 41.96999999999999886),E13A058,KÜRE Ç. ÇAYKIYI,41.97,33.6133,20,422.6
Point (34.00919999999999987 41.95810000000000173),E13A059,EZİNE D. BOZKURT,41.9581,34.0092,30,355.2
Point (36.11560000000000059 40.43310000000000315),E14A014,YEŞİLIRMAK N. SÜTLÜCE,40.4331,36.1156,510,5409.2
Point (37.12859999999999872 40.31170000000000186),E14A018,YEŞİLIRMAK N. GÖMELEÖNÜ,40.3117,37.1286,820,1608
Point (35.41749999999999687 40.45170000000000243),E14A012,ÇORUM ÇAT IRMAĞI ŞEYHOĞLU KÖPRÜSÜ,40.4517,35.4175,530,3668.8
Point (36.11189999999999856 40.74439999999999884),E14A013,YEŞİLIRMAK N. DURUCASU,40.7444,36.1119,301,21667.2
Point (32.32309999999999661 41.20139999999999958),E13A036,YENİCE IRMAĞI YENİCE,41.2014,32.3231,117,8966
Point (32.32330000000000325 41.20170000000000243),E13A036,YENİCE IRMAĞI YENİCE,41.2017,32.3233,117,8966
Point (35.03249999999999886 41.99920000000000186),E13A032,KARASU  HACILAR KÖPRÜSÜ,41.9992,35.0325,20,340
Point (32.08749999999999858 41.42669999999999675),E13A035,FİLYOS Ç. ÇAYCUMA,41.4267,32.0875,19,13300
Point (31.95670000000000144 41.22390000000000043),E13A051,DEVREK Ç. DEVREK,41.2239,31.9567,72,2966.4
Point (31.10279999999999845 41.06530000000000058),E13A052,SARMA DERESİ ARABACI,41.0653,31.1028,28,48.5
Point (32.2546999999999997 40.94109999999999872),E13A043,KORUBAŞI DERESİ ARAK,40.9411,32.2547,780,125
Point (32.65809999999999746 41.21470000000000056),E13A049,ARAÇ Ç. KARABÜK,41.2147,32.6581,272,2798
Point (31.72670000000000101 36.69689999999999941),E09A017,ALARA Ç. ALARAHAN,36.6969,31.7267,28,875.5
Point (31.45169999999999888 36.81669999999999732),E09A018,MANAVGAT Ç. ŞELALE,36.8167,31.4517,4,1324.4
Point (31.18860000000000099 37.14170000000000016),E09A002,KÖPRÜÇAY BEŞKONAK,37.1417,31.1886,116,1942.4
Point (31.60859999999999914 36.97939999999999827),E09A012,MANAVGAT Ç. SİNANHOCA,36.9794,31.6086,245,625.6
Point (32.10719999999999885 36.78139999999999787),E09A022,ALARA Ç. NARAĞACI,36.7814,32.1072,382,396.3
Point (32.01670000000000016 36.75919999999999987),E09A024,ALARA Ç. ORTAKONUŞ,36.7592,32.0167,250,611
Point (31.65810000000000102 37.07439999999999714),E09A020,MANAVGAT Ç. ŞAHAP KÖPRÜ,37.0744,31.6581,432,438
Point (31.20250000000000057 37.52170000000000272),E09A021,KÖPRÜÇAY KASIMLAR,37.5217,31.2025,738,1005.5
Point (28.96280000000000143 37.55890000000000128),E07A044,YENİDERE ÇİTFLİKKÖY,37.5589,28.9628,855,411
Point (30.07440000000000069 36.49080000000000013),E08A008,BAŞGÖZ Ç. ÇATALLAR,36.4908,30.0744,342,770
Point (29.30640000000000001 38.37310000000000088),E07A042,BANAZ Ç. ULUBEY,38.3731,29.3064,531,2285.5
Point (29.00529999999999831 38.07889999999999731),E07A043,BÜYÜKMENDERES N. ERTUĞRUL,38.0789,29.0053,176,9731
Point (29.31670000000000087 36.35640000000000072),E08A015,EŞEN Ç. KINIK,36.3564,29.3167,8,2448
Point (29.40330000000000155 36.47330000000000183),E08A018,KARAÇAY KAYADİBI,36.4733,29.4033,110,234.1
Point (29.5619000000000014 36.82529999999999859),E08A009,EŞEN Ç. KAVAKLIDERE,36.8253,29.5619,1115,546.8
Point (29.10330000000000084 37.09389999999999787),E08A011,DALAMAN Ç. SUÇATI,37.0939,29.1033,595,3890.6
Point (31.33640000000000114 39.32169999999999987),E12A024,SAKARYA N. AKTAŞ,39.3217,31.3364,837,4342.2
Point (31.65780000000000172 40.18780000000000285),E12A033,ALADAĞ Ç. KARAKÖY,40.1878,31.6578,504,1984.8
Point (30.42279999999999873 38.85829999999999984),E11A008,AKARÇAY BALCA,38.8583,30.4228,1028,789.5
Point (29.76920000000000144 40.25780000000000314),E12A022,KOCASU RÜSTÜMKÖY,40.2578,29.7692,198,2021.6
Point (31.96440000000000126 39.67190000000000083),E12A051,PORSUK Ç. KIRANHARMANI,39.6719,31.9644,676,10955
Point (31.99719999999999942 39.34440000000000026),E12A052,SAKARYA NEHRİ AYVALI YAYLASI,39.3444,31.9972,709,13631.3
Point (30.86029999999999873 40.57529999999999859),E12A037,MUDURNU Ç. DOKURCUN,40.5753,30.8603,286,1073.4
Point (29.65220000000000056 40.0116999999999976),E12A050,AKSU D. KINIK,40.0117,29.6522,334,232.8
Point (30.79390000000000072 37.50999999999999801),E09A031,AKSU Ç. AŞAĞI GÖKDERE,37.51,30.7939,297,4987.8
Point (31.29329999999999856 37.03690000000000282),E09A032,KAPLANBÜKÜ DERESİ KARABUCAK,37.0369,31.2933,150,90.9
Point (30.43890000000000029 36.44749999999999801),E09A029,ULUPINAR DERESİ ULUPINAR,36.4475,30.4389,163,30.2
Point (31.19030000000000058 37.14939999999999998),E09A030,İTİCE DERESİ BOZYAKA,37.1494,31.1903,146,32.9
Point (29.63860000000000028 37.52420000000000044),E10A014,KİLLİK D. SALDA,37.5242,29.6386,1155,52.9
Point (30.50189999999999912 38.93580000000000041),E11A002,SİVRİKAYA D. GAZLIGÖL,38.9358,30.5019,1049,360
Point (31.16829999999999856 37.29110000000000014),E09A033,KÖPRÜÇAY BALLIBUCAK,37.2911,31.1683,415,1592
Point (30.07610000000000028 37.51559999999999917),E10A013,BOZÇAY BOĞAZİÇİ,37.5156,30.0761,961,1336.9
Point (27.04830000000000112 38.99609999999999843),E04A011,BAKIRÇAY KURFALI,38.9961,27.0483,12,2910
Point (26.82639999999999958 39.75030000000000285),E04A015,AYAZMA DERESİ ÇARKALTI,39.7503,26.8264,360,18.8
Point (27.7566999999999986 39.57030000000000314),E03A036,ÜZÜMLÜ Ç. ÇUKURHÜSEYİN,39.5703,27.7567,168,281.2
Point (27.63860000000000028 39.33749999999999858),E04A010,YAĞCILI Ç. YAĞCILI,39.3375,27.6386,210,86
Point (27.66720000000000113 38.76970000000000027),E05A010,KUM Ç. KİLLİK,38.7697,27.6672,54,3188.6
Point (28.69999999999999929 38.69939999999999714),E05A014,SELENDİ Ç. DEREKÖY,38.6994,28.7,345,689.6
Point (26.37079999999999913 39.78940000000000055),E04A016,KARAMENDERES ÇAYI GÜLLÜCE,39.7894,26.3708,48,1.24
Point (27.76920000000000144 38.89030000000000342),E05A009,MEDAR Ç. KAYALIOĞLU,38.8903,27.7692,77,901.6
Point (28.40579999999999927 40.26420000000000243),E03A017,KOCADERE AKÇASUSURLUK,40.2642,28.4058,2,21611.2
Point (28.02860000000000085 39.63219999999999743),E03A024,ATNOS Ç. BALIKLI,39.6322,28.0286,94,1384
Point (29.46440000000000126 39.62530000000000285),E03A011,ORHANELİ Ç. KÜÇÜKİLET,39.6253,29.4644,795,1621.6
Point (28.1761000000000017 39.98610000000000042),E03A016,SİMAV Ç. YAHYAKÖY,39.9861,28.1761,32,6454
Point (28.26749999999999829 39.76530000000000342),E03A032,DARIÇUKURU DERSİ DERELİ,39.7653,28.2675,65,260.6
Point (28.09189999999999898 39.32609999999999673),E03A035,SİMAV Ç. ARMUTLU,39.3261,28.0919,168,1964.9
Point (29.25829999999999842 39.46220000000000283),E03A028,EMET Ç. DERELİ,39.4622,29.2583,557,1125.6
Point (29.02560000000000073 39.92969999999999686),E03A031,ORHANELİ Ç. DAĞGÜNEY,39.9297,29.0256,365,3474
Point (29.64000000000000057 38.15690000000000026),E07A013,BÜYÜKMENDERES N. ÇITAK KÖPRÜSÜ,38.1569,29.64,802,3945.6
Point (28.72439999999999927 37.33559999999999945),E07A032,AKÇAY DEGİRMENALANI,37.3356,28.7244,409,854.8
Point (27.84029999999999916 37.783299999999997),E07A006,BÜYÜKMENDERES N. AYDIN KÖPRÜSÜ,37.7833,27.8403,25,19595.6
Point (28.7436000000000007 37.94830000000000325),E07A012,BÜYÜKMENDERES N. BURHANİYE,37.9483,28.7436,120,12798.8
Point (28.61560000000000059 37.26189999999999714),E07A037,MORTUMA Ç. YEMİŞENDERE,37.2619,28.6156,478,169.7
Point (28.02499999999999858 37.90749999999999886),E07A038,KOÇAK DERESİ CUMADERE,37.9075,28.025,132,100.1
Point (28.56080000000000041 37.43059999999999832),E07A033,SARHOŞ Ç. GÖKTEPE,37.4306,28.5608,384,236
Point (27.8343999999999987 37.76389999999999958),E07A034,ÇİNE Ç. ÇAKIRBEYLİ,37.7639,27.8344,26,2839.6
Point (29.51249999999999929 38.95720000000000027),E05A024,MURAT Ç. SAZKÖY,38.9572,29.5125,790,176
Point (27.61309999999999931 38.41219999999999857),E05A025,YİĞİTLER DERESİ YİĞİTLER,38.4122,27.6131,158,64
Point (28.48280000000000101 38.75310000000000343),E05A022,DEMİRCİ Ç. BORLU,38.7531,28.4828,245,818.8
Point (28.71999999999999886 38.64059999999999917),E05A023,GEDİZ N. ACISU,38.6406,28.72,348,3272.4
Point (28.13060000000000116 37.42110000000000269),E07A001,ÇİNE Ç. KAYIRLI,37.4211,28.1306,262,948
Point (28.48029999999999973 37.60750000000000171),E07A004,AKÇAY AMASYA,37.6075,28.4803,155,3138
Point (28.58220000000000027 38.7342000000000013),E05A029,DELİNİŞ DERESİ ÇAYKÖY,38.7342,28.5822,405,723.4
Point (27.3794000000000004 37.97919999999999874),E06A001,KÜÇÜKMENDERES N. SELÇUK,37.9792,27.3794,4,3255.2
Point (39.70439999999999969 38.24329999999999785),D26A062,SALLAR Ç. YOLKÖPRÜ KÖYÜ,38.2433,39.7044,852,51.6
Point (40.05330000000000013 37.86169999999999902),D26A063,KODİ DERESİ KOLLUDERE KÖYÜ,37.8617,40.0533,785,50.7
Point (41.76939999999999742 38.45499999999999829),D26A057,KEYBURAN S. BOĞAZÖNÜ,38.455,41.7694,1200,425
Point (40.91669999999999874 38.01670000000000016),D26A060,BAŞKÖY Ç. KIBRIS,38.0167,40.9167,594,157.9
Point (44.55190000000000339 37.26420000000000243),D26A066,ŞEMDİNLİ S. NAVRAZA KÖP.,37.2642,44.5519,1196,393.83
Point (40.30190000000000339 37.82189999999999941),D26A069,BALLIKAYA D. KARAKÖPRÜ,37.8219,40.3019,635,934.5
Point (40.55859999999999843 38.3796999999999997),D26A064,ÇELLİK D. GÜÇLÜ KÖYÜ,38.3797,40.5586,848,44.3
Point (44.60419999999999874 37.71419999999999817),D26A065,ESENDERE Ç. ESENDERE,37.7142,44.6042,1720,243.7
Point (40.42940000000000111 38.35470000000000113),D26A039,ANBAR Ç. HANİ,38.3547,40.4294,800,292
Point (40.56669999999999732 38.26670000000000016),D26A040,MEHMEDİYAN Ç. TEPECİK,38.2667,40.5667,800,79
Point (43.56669999999999732 37.48329999999999984),D26A036,ZAP S. ÜZÜMCÜ KÖP.,37.4833,43.5667,1042,5394.3
Point (43.57529999999999859 37.26250000000000284),D26A037,ÇIĞLI S. GEYMAN KÖP.,37.2625,43.5753,847,6314.48
Point (42.17810000000000059 37.39690000000000225),D26A054,KIZILSU KASRİK BOĞAZI,37.3969,42.1781,400,650
Point (42.97970000000000113 37.91640000000000299),D26A055,ÇATAK S.. DALBASTI KÖP.,37.9164,42.9797,1350,3069
Point (42.42530000000000001 38.13779999999999859),D26A044,BÜYÜKÇAY MEZRAASKÖYÜ,38.1378,42.4253,1000,1264
Point (42.79330000000000211 38.08859999999999957),D26A051,MÜKÜS Ç. BAHÇESARAY,38.0886,42.7933,1540,253
Point (27.21079999999999899 39.75439999999999685),E02A024,HAN DERESİ ORTAKÖPRÜ,39.7544,27.2108,275,36.4
Point (29.02809999999999846 40.5893999999999977),E02A025,KARPUZ DERE ÇİFTE ŞELALE,40.5894,29.0281,429,19.4
Point (29.32669999999999888 40.49080000000000013),E02A013,OLUK DERESİ ORHANGAZİ,40.4908,29.3267,100,54.1
Point (29.41890000000000072 40.36169999999999902),E02A016,FINDICAK DERESİ BAYIRKÖY,40.3617,29.4189,290,68.8
Point (28.51610000000000156 39.96139999999999759),E03A002,MUSTAFA KEMALPAŞA Ç. DÖLLÜK,39.9614,28.5161,40,9629.2
Point (29.86439999999999984 39.12780000000000058),E03A011,ORHANELİ Ç. KÜÇÜKİLET,39.1278,29.8644,795,1621
Point (27.66250000000000142 41.83559999999999945),E02A055,MAHYA D. BALABAN,41.8356,27.6625,430,42
Point (27.66469999999999985 41.83500000000000085),E02A056,BALABAN D. BALABAN,41.835,27.6647,425,44
Point (27.10000000000000142 41.42779999999999774),E01A001,ŞEYTAN DERESİ BABAESKİ,41.4278,27.1,50,478.4
Point (27.11809999999999832 41.21000000000000085),E01A006,HAYRABOLU DERESİ HAYRABOLU,41.21,27.1181,45,1381.2
Point (43.98310000000000031 38.02170000000000272),D26A072,BARIŞ S. BARIŞ,38.0217,43.9831,2260,19.97
Point (27.10109999999999886 41.42750000000000199),E01A001,ŞEYTAN DERESİ BABAESKİ,41.4275,27.1011,50,478
Point (27.78750000000000142 41.31000000000000227),E01A018,ERGENE N. BAKIRCA,41.31,27.7875,101,418.7
Point (27.27309999999999945 40.30919999999999703),E02A012,BİGA Ç. ÇINARKÖPRÜ,40.3092,27.2731,8,2095.6
Point (27.60810000000000031 41.30559999999999832),E01A011,ANAÇAY MİSİNLİ,41.3056,27.6081,73,379.2
Point (26.5843999999999987 41.84309999999999974),E01A013,TUNCA N. SUAKACAĞI,41.8431,26.5844,48,7929.1
Point (44.3125 38.49969999999999715),D25A037,ÇAYBAĞI D. KAPIKÖY,38.4997,44.3125,2036,643
Point (42.99779999999999802 38.30190000000000339),D25A038,GEVAŞ Ç. GÜZELKONAK,38.3019,42.9978,1658,105
Point (44.08809999999999718 39.07690000000000197),D25A031,ÇUBUKLU S. ÇUBUKLU,39.0769,44.0881,2080,101
Point (44.32110000000000127 38.49750000000000227),D25A037,ÇAYBAĞI D. KAPIKÖY,38.4975,44.3211,2020,643
Point (44.15559999999999974 38.45060000000000144),D25A042,KARAHİSAR D. ÖRENBURÇ-SARAY,38.4506,44.1556,2225,78
Point (42.91140000000000043 38.26559999999999917),D25A043,BÜYÜK D. KOÇAK KÖYÜ,38.2656,42.9114,1843,71
Point (43.24249999999999972 38.60329999999999728),D25A039,KARASU MERMİT KÖYÜ,38.6033,43.2425,1730,1707
Point (42.34530000000000172 38.44639999999999702),D25A040,KOTUM Ç. TATVAN,38.4464,42.3453,1750,67
Point (42.59109999999999729 41.17669999999999675),D24A098,ÇATALDERE DEĞİRMENLİ,41.1767,42.5911,2,2
Point (43.533299999999997 39.10000000000000142),D25A013,DELİÇAY PAYKÖY,39.1,43.5333,1000,342
Point (41.83859999999999957 39.83780000000000143),D24A096,ARAS N. KAYABAŞI,39.8378,41.8386,1642,2711
Point (41.72639999999999816 40.06139999999999901),D24A097,TIMAR Ç. TIMAR,40.0614,41.7264,1801,97
Point (43.79359999999999786 39.08749999999999858),D25A024,BENDİMAHİ Ç. GÖNDERME,39.0875,43.7936,1920,1425
Point (44.05830000000000268 38.65970000000000084),D25A025,MEMADİK S. TEPEDAM,38.6597,44.0583,2005,186
Point (43.54579999999999984 39.11280000000000001),D25A013,DELİÇAY PAYKÖY,39.1128,43.5458,1992,329
Point (43.12109999999999843 38.30689999999999884),D25A021,GEVAŞ S. GEVAŞ,38.3069,43.1211,1652,59
Point (43.06080000000000041 38.3119000000000014),D25G036,VAN GÖLÜ GÖL GÖZLEM (GEVAŞ),38.3119,43.0608,1648,2
Point (40.23329999999999984 37.66669999999999874),D26A008,PAMUKLUK D. DİLAVER KÖP.,37.6667,40.2333,702,648
Point (43.48780000000000001 38.5005999999999986),D25A050,EREK ZERNABAT S. SARMAÇ KÖYÜ,38.5006,43.4878,1980,2
Point (43.75999999999999801 38.34000000000000341),D25A051,GUZELSU Ç. ZERNEK 2 KÖP.,38.34,43.76,1943,939
Point (43.05939999999999657 38.00670000000000215),D26A033,ÇATAK S. ÇATAK,38.0067,43.0594,1488,2408.54
Point (43.77499999999999858 37.57560000000000144),D26A034,ZAP S. DEPİN KÖP.,37.5756,43.775,1270,79
Point (40.88329999999999842 37.85000000000000142),D26A012,BAŞNİK Ç. SALAT,37.85,40.8833,525,1060
Point (44.26859999999999928 38.21000000000000085),D26A031,ZAP S. YAVUZLAR,38.21,44.2686,2091,371.2
Point (43.86670000000000158 39.19610000000000127),D25A044,ABDALAĞA D. KUSKUNKIRAN,39.1961,43.8667,2150,2
Point (42.75030000000000285 38.79500000000000171),D25A045,KASAP D. ADİLCEVAZ,38.795,42.7503,1654,2
Point (42.91329999999999956 38.26939999999999742),D25A043,BÜYÜK D. KOÇAK KÖYÜ,38.2694,42.9133,1843,71.48
Point (43.83749999999999858 39.1717000000000013),D25A044,ABDALAĞA DERESİ KUSKUNKIRAN-ÇALDIRAN,39.1717,43.8375,2150,2
Point (43.73859999999999815 38.62140000000000128),D25A048,DEĞİRMENARKI D.  ERÇEK,38.6214,43.7386,1917,2
Point (43.70060000000000144 38.54999999999999716),D25A049,DEĞİRMEN S. ORTANCA,38.55,43.7006,2130,2
Point (44.23969999999999914 38.61939999999999884),D25A046,KURUCAN S. KURUCAN,38.6194,44.2397,2314,0
Point (44.20830000000000126 38.6717000000000013),D25A047,SIRIMLI S. SIRIMLI KÖYÜ,38.6717,44.2083,2194,53
Point (42.14690000000000225 40.21809999999999974),D24A081,ÇAMLIKALE D. DÖNERTAŞ,40.2181,42.1469,1910,49
Point (42.13000000000000256 40.21829999999999927),D24A081,ÇAMLIKALE D. DÖNERTAŞ,40.2183,42.13,1910,49
Point (42.67940000000000111 40.40500000000000114),D24A074,ÇUBUK D. ÇATAK,40.405,42.6794,1930,53
Point (42.13029999999999831 40.21809999999999974),D24A081,ÇAMLIKALE D. DÖNERTAŞ,40.2181,42.1303,1910,49
Point (42.24860000000000326 40.12669999999999959),D24A083,SÜNGÜTAŞ D. ÇERMİK,40.1267,42.2486,1636,486.3
Point (42.21809999999999974 39.95170000000000243),D24A084,YARBOĞAZ D. YARBOĞAZ,39.9517,42.2181,1697,101
Point (42.24860000000000326 40.12639999999999674),D24A083,SÜNGÜTAS D. ÇERMİK,40.1264,42.2486,1636,486
Point (42.26530000000000342 40.12639999999999674),D24A083,SÜNGÜTAŞ D. ÇERMİK,40.1264,42.2653,1636,486
Point (43.12749999999999773 40.78170000000000073),D24A070,Susuz D. Susuz,40.7817,43.1275,1755,210
Point (43.11059999999999803 40.79719999999999658),D24A070,SUSUZ D. SUSUZ,40.7972,43.1106,1755,220.8
Point (42.64829999999999899 40.37060000000000315),D24A069,Sarikamis S. Yagbasan,40.3706,42.6483,2007,114
Point (42.66499999999999915 40.37060000000000315),D24A069,SARIKAMIŞ S. YAĞBASAN,40.3706,42.665,2025,114
Point (42.6875 40.46779999999999688),D24A073,KATRANLI Ç. BÖLÜKBAŞI,40.4678,42.6875,1907,140
Point (42.68780000000000285 40.48559999999999803),D24A073,KATRANLİ Ç. BÖLÜKBASİ,40.4856,42.6878,1907,140
Point (43.14419999999999789 40.79829999999999757),D24A070,SUSUZ D. SUSUZ,40.7983,43.1442,1755,220
Point (41.61719999999999686 40.0578000000000003),D24A071,BÜYÜK D. BÜYÜKDERE,40.0578,41.6172,1788,127
Point (43.11059999999999803 40.61670000000000158),D24A091,KARS Ç. FAKÜLTE ÖNÜ,40.6167,43.1106,1745,2510
Point (41.98060000000000258 39.83389999999999986),D24A092,SOĞUKSU DERE KARATAŞLAR,39.8339,41.9806,1787,165
Point (43.09389999999999787 40.61670000000000158),D24A091,KARS Ç. FAKÜLTE ÖNÜ,40.6167,43.0939,1690,2510
Point (43.10000000000000142 40.61670000000000158),D24A091,KARS Ç. FAKÜLTE ÖNÜ,40.6167,43.1,1690,2510
Point (43.5227999999999966 40.86749999999999972),D24A094,Alabalik D. Koçköyü,40.8675,43.5228,1794,73
Point (42.99329999999999785 40.22639999999999816),D24A095,KÖTEK Ç. KÖTEK,40.2264,42.9933,1375,234.4
Point (41.98060000000000258 39.85060000000000002),D24A092,SOĞUKSU D. KARATAŞLAR,39.8506,41.9806,1787,165
Point (43.5227999999999966 40.86670000000000158),D24A094,ALABALIK D. KOÇKÖYÜ,40.8667,43.5228,1794,73
Point (42.97359999999999758 40.45810000000000173),D24A088,Kars Ç. Alabalik Reg.,40.4581,42.9736,1775,1686
Point (43.58389999999999986 40.28220000000000312),D24A089,DİGOR S. DÜZGEÇİT,40.2822,43.5839,1355,605
Point (42.00310000000000343 39.70470000000000255),D24A085,KARAYAZI D. KARASUKÖYÜ,39.7047,42.0031,2128,150
Point (42.84029999999999916 41.24329999999999785),D24A086,Hanak Ç. Hanak (Avcilar),41.2433,42.8403,1811,189
Point (43.58919999999999817 40.86110000000000042),D24A090,Karahan Ç. Tasdere,40.8611,43.5892,1745,76
Point (43.58919999999999817 40.87780000000000058),D24A090,KARAHAN Ç. TAŞDERE,40.8778,43.5892,1745,127
Point (43.58389999999999986 40.29890000000000327),D24A089,DİGOR S. DÜZGEÇİT,40.2989,43.5839,1372,605
Point (43.58890000000000242 40.85999999999999943),D24A090,KARAHAN Ç. TAŞDERE,40.86,43.5889,1745,152.5
Point (42.85640000000000072 41.13559999999999661),E24A022,ÖLÇEK Ç. ÖLÇEK,41.1356,42.8564,1715,401
Point (42.34000000000000341 40.09559999999999746),E24A028,ARAS N. MEŞECİK,40.0956,42.34,1512,6820.1
Point (41.40220000000000056 40.96889999999999787),E23A042,PARHAL DERESİ ALTIPARMAK,40.9689,41.4022,1122,318
Point (43.98360000000000269 39.54310000000000258),E24A008,SARISU NONAK KÖPRÜSÜ,39.5431,43.9836,1685,393.6
Point (41.78249999999999886 38.16140000000000043),E26A010,BİTLİS Ç. BAYKAN,38.1614,41.7825,910,640.4
Point (41.20439999999999969 38.15440000000000254),E26A012,BATMAN Ç. MALABADİ KÖPRÜSÜ,38.1544,41.2044,597,4105.2
Point (42.53920000000000101 38.77309999999999945),E25A025,ULUDERE Ç. AHLAT,38.7731,42.5392,1676,50.9
Point (43.2055999999999969 38.34329999999999927),E25A027,GÜZELSU Ç. DÖNEMEÇ,38.3433,43.2056,1660,2533.3
Point (40.96470000000000056 40.4602999999999966),E23A016,ÇORUH N. İSPİR KÖPRÜSÜ,40.4603,40.9647,1170,5505.2
Point (40.60390000000000299 40.39139999999999731),E23A020,ÇORUH N. LALELİ,40.3914,40.6039,1365,4759.2
Point (40.22670000000000101 40.25889999999999702),E23A004,ÇORUH N. BAYBURT,40.2589,40.2267,1545,1734
Point (40.9643999999999977 40.45920000000000272),E23A016,ÇORUH N. İSPİR KÖPRÜSÜ,40.4592,40.9644,1170,5505.2
Point (41.17499999999999716 40.63559999999999661),E23A030,ÇAMLIKAYA DERESİ ÇAMLIKAYA,40.6356,41.175,,
Point (42.31280000000000285 41.25780000000000314),E23A033,MANSURAT DERESİ SAVŞAT,41.2578,42.3128,830,367
Point (42.17390000000000327 40.76440000000000197),E23A029,OLTU SUYU COŞKUNLAR,40.7644,42.1739,1004,3518.5
Point (42.17439999999999856 40.76530000000000342),E23A029,OLTU SUYU COŞKUNLAR,40.7653,42.1744,1004,3518.5
Point (41.85719999999999885 37.96139999999999759),E26A024,KEZER Ç. PINARCA,37.9614,41.8572,530,1169.6
Point (41.69440000000000168 37.82000000000000028),E26A033,BOTAN Ç. BİLLORİS,37.82,41.6944,457,876.1
Point (44.08189999999999742 37.75939999999999941),E26A021,ZAP SUYU MUSAHAN,37.7594,44.0819,1725,2504.4
Point (44.07059999999999889 37.68220000000000169),E26A022,NEHİL Ç. KONAK,37.6822,44.0706,1694,1136
Point (44.5981000000000023 37.28059999999999974),E26A039,ŞEMDİNLİ Ç. OLGUNLAR,37.2806,44.5981,1338,296
Point (36.46690000000000254 38.06860000000000355),E20A029,TÖRBÜZEK D. MEHMETBEY,38.0686,36.4669,1364,194.8
Point (40.00690000000000168 40.84940000000000282),E22A002,KARA DERE AĞNAS,40.8494,40.0069,78,635.7
Point (37.53359999999999985 38.25560000000000116),E20A022,SÖĞÜTLÜ SUYU HANKÖY,38.2556,37.5336,1347,400
Point (36.92000000000000171 38.42190000000000083),E20A025,HURMAN SUYU GÖZLER ÜSTÜ,38.4219,36.92,1222,914.7
Point (41.00780000000000314 41.06609999999999872),E22A032,FIRTINA DERSİ TOPLUCA,41.0661,41.0078,237,763.2
Point (40.57889999999999731 40.66579999999999728),E22A033,TOZKÖY DERESİ TOZKÖY,40.6658,40.5789,1296,223.1
Point (40.59779999999999944 40.72890000000000299),E22A015,ÇAMLIK DERE DEREKÖY,40.7289,40.5978,942,445.2
Point (39.27859999999999729 41.03079999999999927),E22A028,FOL DERESİ BAHADIRLI,41.0308,39.2786,17,191.4
Point (36.15690000000000026 36.19780000000000086),E19A008,ASİ N. ANTAKYA,36.1978,36.1569,71,22624.4
